EMPLOYEE#,SURNAME,GENDER,FIRST_NAME,Person Clevel,Position Clevel,Clevel3 Description,Clevel4 Description2,Clevel6 Description3,TITLE,CATEGORY,CLASSIFICATION,STEP#,JOB#,COMMENCE_DATE,OCCUP_TERM_DATE,Person FTE,Position FTE,EMP_STATUS,POSITION#
00680426,,F,,1B12AD000,1B12AD000,Faculty of HASS & Education,SiMERR,SiMERR,Casual Academic,AC,CA,01,03,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000013930
00119793,,F,,1B13AE020,1B13AE020,Faculty of SABL,UNE Business School,UNE Business School - Management,Professor in Management,AC,ATE,01,04,01/Jan/2018 ,31/Dec/2049 ,1,1,PE,0000009365
00691800,,F,,1B14AC010,1B14AC010,Faculty of Medicine & Health,School of Psychology & Behavioural Science,Psychology & Behavioural Science - Psychology,Casual Academic,AC,CA,01,01,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000012376
00690661,,F,,1B14AC010,1B14AC010,Faculty of Medicine & Health,School of Psychology & Behavioural Science,Psychology & Behavioural Science - Psychology,Casual Academic,AC,CA,01,01,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000012376
00685854,,F,,1B14AB010,1B14AB010,Faculty of Medicine & Health,School of Rural Medicine,School of Rural Medicine - Medicine,Lecturer (Aboriginal and Torres Strait Islanders),AC,ATB,02,01,25/Jun/2018 ,31/Dec/2049 ,1,1,PE,0000013421
00688656,,M,,1B14AB000,1B14AB000,Faculty of Medicine & Health,School of Rural Medicine,School of Rural Medicine Office,Casual Student Rate 2,GE,HEOS2,01,01,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000011169
00691595,,F,,1N05AB000,1N05AB000,UNE Residential System,Earle Page College,Earle Page College,Casual Student Rate 1,GE,HEOS1,01,01,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000012572
00677348,,F,,1B13AC070,1B13AC070,Faculty of SABL,School of Science & Technology,School of S&T - Exercise & Sports Science,Lecturer - Exercise and Sport Science (Biomechanics),AC,ATB,01,01,01/Jan/2018 ,31/Dec/2049 ,1,1,PE,0000012225
00686906,,F,,1K08AD000,1K08AD000,Student Success,Counselling & Careers,Counselling & Careers,Student Support Counsellor,GE,HEO8A,03,01,18/Jun/2018 ,31/Dec/2049 ,0.6,1,PE,0000012824
00676980,,M,,1B12AB020,1B12AB020,Faculty of HASS & Education,School of Education,School of Education - Humanities Education,Lecturer in Social Science Education,AC,ATB,01,01,01/Jan/2018 ,31/Dec/2049 ,1,1,PE,0000009189
00689634,,M,,1N03AC000,1N03AC000,Facilities Management Services,FMS - Operations,FMS - Operations,Carpentry Tradesperson,GE,HEO4A,02,01,24/Apr/2018 ,31/Dec/2049 ,1,1,PE,163
00024433,,M,,1F04AA000,1F04AA000,Audit & Risk Unit,Audit & Risk Unit,Audit and Risk Unit,Principal Internal Auditor,GE,HEO9A,02,01,30/Jan/2018 ,31/Dec/2049 ,1,1,PE,0000011782
00673364,,F,,1K03AA000,1K03AA000,University Library,University Library,University Library,Executive Officer,GE,HEO6A,03,01,07/Apr/2018 ,31/Dec/2049 ,1,1,PE,324
00656096,,M,,1N03AC000,1N03AC000,Facilities Management Services,FMS - Operations,FMS - Operations,Grounds and Gardens Leading Hand,GE,HEO4A,03,01,01/Jan/2018 ,31/Dec/2049 ,1,1,PE,0000009301
00656443,,M,,1B13AB000,1B13AB000,Faculty of SABL,School of Environmental & Rural Science,School of Environmental & Rural Science Office,Senior Technical Officer,GE,HEO6A,03,01,01/Jan/2018 ,31/Dec/2049 ,1,1,PE,0000010543
00663165,,M,,1B13AD010,1B13AD010,Faculty of SABL,School of Law,Law,Professor in Law,AC,ATE,01,01,01/Jan/2018 ,31/Dec/2049 ,1,1,PE,0000009374
00667600,,F,,1K08AA000,1K08AA000,Student Success,Student Success,Student Success,Senior Officer (Enrolments & Progression),GE,HEO5A,04,18,21/Apr/2018 ,31/Dec/2049 ,1,1,PE,0000013529
00690308,,F,,1B13AD010,1B13AD010,Faculty of SABL,School of Law,Law,Casual Academic,AC,CA,01,02,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000008896
00670051,,F,,1B12AB010,1B12AB010,Faculty of HASS & Education,School of Education,School of Education - Early Childhood,Professor of Early Childhood Education,AC,ATE,01,01,01/Jan/2018 ,31/Dec/2049 ,1,1,PE,0000011276
00179355,,M,,1B13AB010,1B13AB010,Faculty of SABL,School of Environmental & Rural Science,School of E&RS - Agronomy & Soil Science,Professor,AC,ATE,01,01,01/Jan/2018 ,31/Dec/2049 ,1,1,PE,0000008301
00689655,,F,,1B13AB010,1B13AB010,Faculty of SABL,School of Environmental & Rural Science,School of E&RS - Agronomy & Soil Science,Casual Student Rate 1,GE,HEOS1,01,02,05/Feb/2018 ,31/Dec/2018 ,0,0,CA,0000013318
00691760,,M,,1B14AC010,1B14AC010,Faculty of Medicine & Health,School of Psychology & Behavioural Science,Psychology & Behavioural Science - Psychology,Casual Academic,AC,CA,01,01,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000012376
00109268,,M,,1B13AE030,1B13AE030,Faculty of SABL,UNE Business School,UNE Business School - Economics,Professor,AC,ATE,01,01,01/Jan/2018 ,31/Dec/2049 ,1,1,PE,2773
00029997,,F,,1B13AC000,1B13AC000,Faculty of SABL,School of Science & Technology,School of Science & Technology Office,School Academic Coordinator,GE,HEO7A,05,29,01/Jan/2018 ,31/Dec/2049 ,1,1,PE,0000011395
00667638,,F,,1K04AA000,1K04AA000,Student Grievances and Discipline,Student Grievances and Discipline,Student Grievances & Discipline,Student Grievance Case and Investigation Officer,GE,HEO6A,03,05,03/May/2018 ,31/Dec/2049 ,1,1,PE,0000011547
00671110,,M,,1N01AC000,1N01AC000,Information Technology Services,IT - Client Services,IT - Client Services,Client Services Officer,GE,HEO5A,05,02,23/Dec/2016 ,31/Dec/2049 ,1,1,PE,0000012009
00670457,,F,,1N03AB000,1N03AB000,Facilities Management Services,FMS - Campus Services,FMS - Campus Services,Cleaning Coordinator,GE,HEO6A,03,01,14/Jun/2018 ,31/Dec/2049 ,1,1,PE,0000010031
00680674,,F,,1B14AC010,1B14AC010,Faculty of Medicine & Health,School of Psychology & Behavioural Science,Psychology & Behavioural Science - Psychology,Casual Academic,AC,CA,01,05,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000012376
00689568,,F,,1B14AD010,1B14AD010,Faculty of Medicine & Health,School of Health,School of Health - Nursing,Casual Academic,AC,CA,01,01,30/Jun/2018 ,21/Dec/2018 ,0,0,CA,0000013391
00674623,,M,,1B13AC070,1B13AC070,Faculty of SABL,School of Science & Technology,School of S&T - Exercise & Sports Science,Prof in Exercise Science/Exercise Physiology,AC,ATE,01,02,01/Jan/2018 ,31/Dec/2049 ,1,1,PE,0000012018
00067627,,M,,1B13AC000,1B13AC000,Faculty of SABL,School of Science & Technology,School of Science & Technology Office,Casual General HEO5,GE,CAS5,01,03,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000008627
00674862,,M,,1B13AB010,1B13AB010,Faculty of SABL,School of Environmental & Rural Science,School of E&RS - Agronomy & Soil Science,Casual General HEO7,GE,CAS7,01,05,19/Jun/2018 ,31/Dec/2018 ,0,0,CA,0000013318
00065038,,F,,1B14AD010,1B14AD010,Faculty of Medicine & Health,School of Health,School of Health - Nursing,Casual General HEO 1,GE,CAS1,01,20,30/Jun/2018 ,21/Dec/2018 ,0,0,CA,0000013696
00141880,,M,,1B13AB000,1B13AB000,Faculty of SABL,School of Environmental & Rural Science,School of Environmental & Rural Science Office,Senior Research Fellow,AC,ATC,01,23,01/Jun/2018 ,31/May/2019 ,0.3,1,TE,0000014161
00613986,,F,,1B14AA000,1B14AA000,Faculty of Medicine & Health,Office of Faculty of Medicine and Health,Office of Faculty of Medicine and Health,Educational Support Officer,GE,HEO5A,05,03,19/Feb/2018 ,31/Dec/2049 ,0.8,0.8,PE,0000013005
00661601,,M,,1N03AF000,1N03AF000,Facilities Management Services,FMS - Finance and Administration,FMS - Finance and Administration,Finance and Administration Manager,GE,HEO8A,05,01,23/Dec/2016 ,31/Dec/2049 ,1,1,PE,0000010642
00670329,,F,,1B13AC010,1B13AC010,Faculty of SABL,School of Science & Technology,School of S&T - Chemistry,Senior Lecturer in Chemistry,AC,ATC,03,02,01/Jan/2018 ,31/Dec/2049 ,1,1,PE,0000008168
00671251,,M,,1F03AA000,1F03AA000,Records Management Office,Records Management Office,Records Management Office,Records Officer,GE,HEO5A,05,05,07/Jul/2017 ,31/Dec/2049 ,1,1,PE,0000013915
00678239,,M,,1B12AB050,1B12AB050,Faculty of HASS & Education,School of Education,School of Education - Contextual Studies,Casual Academic,AC,CA,01,02,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000013342
00678964,,M,,1M01AA000,1M01AA000,Marketing and Public Affairs,Marketing and Public Affairs,Marketing and Public Affairs,"Director, Marketing",EXEC,369,,01,17/Jul/2017 ,16/Jul/2022 ,1,1,TE,0000012469
00680545,,F,,1B14AA000,1B14AA000,Faculty of Medicine & Health,Office of Faculty of Medicine and Health,Office of Faculty of Medicine and Health,Year Manager,GE,HEO6A,02,06,27/Mar/2018 ,27/Aug/2018 ,1,1,TE,0000011250
00680895,,F,,1F04AA000,1F04AA000,Audit & Risk Unit,Audit & Risk Unit,Audit and Risk Unit,Risk Officer,GE,HEO5A,02,02,01/Jan/2018 ,31/Dec/2049 ,0.8,1,PE,0000013228
00681864,,M,,1B12AC120,1B12AC120,Faculty of HASS & Education,"School of Humanities, Arts & Social Sciences",School of HASS - Music,Lecturer in Music,AC,ATB,03,02,30/Jun/2018 ,31/Dec/2049 ,0.5,0.5,PE,0000014092
00689793,,F,,1B14AD010,1B14AD010,Faculty of Medicine & Health,School of Health,School of Health - Nursing,Senior Lecturer in Nursing,AC,ATC,05,01,17/May/2018 ,31/Dec/2049 ,1,1,PE,2768
00690331,,M,,1B14AD010,1B14AD010,Faculty of Medicine & Health,School of Health,School of Health - Nursing,Lecturer/Liason Officer (Aboriginal Health),AC,ATB,06,01,20/Jan/2018 ,17/Aug/2018 ,1,1,TE,0000013790
00691317,,F,,1B14AD050,1B14AD050,Faculty of Medicine & Health,School of Health,School of Health - Social Work,Senior Lecturer in Social Work,AC,ATC,01,01,08/Jan/2018 ,31/Dec/2049 ,1,1,PE,0000009475
00691327,,F,,1B14AD010,1B14AD010,Faculty of Medicine & Health,School of Health,School of Health - Nursing,Casual Academic,AC,CNE,01,01,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000013391
00691632,,F,,1B12AD000,1B12AD000,Faculty of HASS & Education,SiMERR,SiMERR,Casual General HEO6,GE,CAS6,01,01,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000010245
00684478,,F,,1B12AC150,1B12AC150,Faculty of HASS & Education,"School of Humanities, Arts & Social Sciences",School of HASS - History,Casual Academic,AC,CA,01,01,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000013303
00613085,,F,,1B13AE020,1B13AE020,Faculty of SABL,UNE Business School,UNE Business School - Management,Senior Lecturer in Management (HRM),AC,ATC,01,17,01/Jan/2018 ,31/Dec/2049 ,1,1,PE,0000009354
00116105,,F,,1K08AA000,1K08AA000,Student Success,Student Success,Student Success,Senior Admissions Officer,GE,HEO6A,05,01,01/Jan/2018 ,31/Dec/2049 ,1,1,PE,0000010501
00679237,,M,,1N03AC000,1N03AC000,Facilities Management Services,FMS - Operations,FMS - Operations,Operations Administrator,GE,HEO4A,04,01,23/Dec/2016 ,31/Dec/2049 ,1,1,PE,0000013410
00689583,,F,,1B14AB010,1B14AB010,Faculty of Medicine & Health,School of Rural Medicine,School of Rural Medicine - Medicine,Casual Academic,AC,CA,01,03,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000011477
00022688,,F,,1B13AB020,1B13AB020,Faculty of SABL,School of Environmental & Rural Science,School of E&RS - Animal Science,Senior Technical Officer,GE,HEO6A,05,02,01/Jan/2018 ,31/Dec/2018 ,1,1,TE,0000009021
00675416,,F,,1M01AC000,1M01AC000,Marketing and Public Affairs,M & PA - Market Engagement,M & PA - Market Engagement,Casual General HEO7,GE,CAS7,01,05,30/Jun/2018 ,31/Oct/2018 ,0,0,CA,0000013355
00674390,,F,,1B14AA000,1B14AA000,Faculty of Medicine & Health,Office of Faculty of Medicine and Health,Office of Faculty of Medicine and Health,Academic Support Officer,GE,HEO6A,02,09,05/Apr/2018 ,31/Dec/2049 ,0.8,1,PE,0000011543
00691098,,M,,1B12AC150,1B12AC150,Faculty of HASS & Education,"School of Humanities, Arts & Social Sciences",School of HASS - History,Senior Lecturer in Early Modern European History,AC,ATC,04,01,16/Jan/2018 ,31/Dec/2049 ,1,1,PE,0000013665
00006116,,F,,1L01AA000,1L01AA000,Research Services,Research Services,Research Services,Research Support Officer - Research Ethics,GE,HEO7A,05,02,23/Dec/2016 ,31/Dec/2049 ,1,1,PE,0000007628
00025128,,F,,1B12AA000,1B12AA000,Faculty of HASS & Education,Office of Faculty of HASS & Education,Office of Faculty of HASS & Education,Administrative Assistant,GE,HEO4A,04,01,25/Jun/2018 ,31/Dec/2049 ,1,1,PE,0000008092
00682879,,F,,1N02AE000,1N02AE000,Human Resource Services,HRS - Services and Support,HRS - Services and Support,HR Services Officer,GE,HEO5A,05,01,30/Jun/2018 ,31/Dec/2049 ,1,1,PE,2903
00689699,,F,,1B14AB020,1B14AB020,Faculty of Medicine & Health,School of Rural Medicine,School of Rural Medicine - Pharmacy,Associate Professor in Pharmacy,AC,ATD,01,01,29/May/2018 ,31/Dec/2049 ,1,1,PE,0000011748
00690027,,M,,1B13AC000,1B13AC000,Faculty of SABL,School of Science & Technology,School of Science & Technology Office,Casual General HEO5,GE,CAS5,01,01,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000008627
00658472,,F,,1B13AE000,1B13AE000,Faculty of SABL,UNE Business School,UNE Business School Office,Academic Manager,GE,HEO7A,03,11,01/Jan/2018 ,31/Dec/2049 ,1,1,PE,0000009653
00665007,,F,,1B13AD000,1B13AD000,Faculty of SABL,School of Law,School of Law Office,Casual General HEO5,GE,CAS5,01,09,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000009543
00689695,,M,,1B14AC010,1B14AC010,Faculty of Medicine & Health,School of Psychology & Behavioural Science,Psychology & Behavioural Science - Psychology,Casual Academic,AC,CA,01,02,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000012376
00681948,,F,,1B12AC080,1B12AC080,Faculty of HASS & Education,"School of Humanities, Arts & Social Sciences",School of HASS - German,Casual Academic,AC,CA,01,01,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000013288
00690283,,F,,1B12AC210,1B12AC210,Faculty of HASS & Education,"School of Humanities, Arts & Social Sciences",School of HASS - Sociology and Criminology,Casual Academic,AC,CA,01,02,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000013299
00684617,,F,,1B12AC120,1B12AC120,Faculty of HASS & Education,"School of Humanities, Arts & Social Sciences",School of HASS - Music,Casual General HEO6,GE,CAS6,01,03,01/Jun/2018 ,08/Mar/2019 ,0,1,CA,0000014165
00157522,,M,,1F00AA000,1F00AA000,Legal and Governance,Legal and Governance,Legal and Governance,Academic Secretary,GE,HEO9A,04,01,19/Sep/2017 ,31/Dec/2049 ,1,1,PE,0000011424
00016968,,M,,1B13AB060,1B13AB060,Faculty of SABL,School of Environmental & Rural Science,School of E&RS - Ecosystem Management,Casual General HEO3,GE,CAS3,01,04,21/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000013323
00662330,,F,,1M01AC000,1M01AC000,Marketing and Public Affairs,M & PA - Market Engagement,M & PA - Market Engagement,Web Manager,GE,HEO9A,04,01,12/May/2017 ,31/Dec/2049 ,0.85714,1,PE,0000012793
00674408,,F,,1B13AC010,1B13AC010,Faculty of SABL,School of Science & Technology,School of S&T - Chemistry,Casual Academic,AC,CA,01,07,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000013327
00678845,,F,,1K01AF000,1K01AF000,Teaching and Learning,Academic Skills Office,Academic Skills Office,Casual Academic,AC,CA,01,01,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000008737
00683083,,F,,1M04AB000,1M07AA000,"Advancement, Communications and Events","Advancement, Communications and Events","Advancement, Communications and Events",Protocol Officer,GE,HEO6A,04,03,16/Mar/2018 ,31/Dec/2049 ,1,1,PE,0000012877
00662791,,M,,1K03AC000,1K03AC000,University Library,Scholarly Resources,Scholarly Resources,Library Content & Discovery Administrator,GE,HEO6A,05,01,01/Jan/2018 ,31/Dec/2049 ,1,1,PE,0000007759
00688122,,M,,1B14AD010,1B14AD010,Faculty of Medicine & Health,School of Health,School of Health - Nursing,Professor in Nursing,AC,ATE,01,01,01/Jan/2018 ,31/Dec/2049 ,1,1,PE,0000013524
00691005,,M,,1M06AA000,1M06AA000,UNE Sydney,UNE Sydney,UNE Sydney,Casual Student Rate 2,GE,HEOS2,01,01,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000013065
00686839,,F,,1B12AC120,1B12AC120,Faculty of HASS & Education,"School of Humanities, Arts & Social Sciences",School of HASS - Music,Casual Academic,AC,CA,01,01,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000013293
00690835,,F,,1K01AE000,1K01AE000,Teaching and Learning,Teaching Support,Teaching Support,"Manager, Strategic Learning Initiatives",GE,HEO9A,04,01,23/Oct/2017 ,31/Dec/2049 ,1,1,PE,0000013870
00689667,,M,,1B13AB020,1B13AB020,Faculty of SABL,School of Environmental & Rural Science,School of E&RS - Animal Science,Casual General HEO5,GE,CAS5,01,01,19/Jun/2018 ,22/Dec/2018 ,0,0,CA,0000013319
00612195,,F,,1K08AA000,1K08AA000,Student Success,Student Success,Student Success,Administrative Assistant,GE,HEO4A,04,06,01/Jan/2018 ,31/Dec/2049 ,1,1,PE,0000010026
00672000,,M,,1K03AC020,1K03AC020,University Library,Scholarly Resources,Archives & Heritage Collections & Services,University Curator,GE,HEO7A,05,01,23/Dec/2016 ,31/Dec/2049 ,1,1,PE,0000006890
00663124,,M,,1M01AD000,1M01AD000,Marketing and Public Affairs,M & PA - Student Engagement,M & PA - Student Engagement,Manager - Undergraduate & Postgraduate Recruitment,GE,HEO7A,05,01,23/Dec/2016 ,31/Dec/2049 ,1,1,PE,0000012654
00679513,,M,,1B14AC010,1B14AC010,Faculty of Medicine & Health,School of Psychology & Behavioural Science,Psychology & Behavioural Science - Psychology,Casual Academic,AC,CA,01,05,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000012376
00691540,,F,,1B14AD050,1B14AD050,Faculty of Medicine & Health,School of Health,School of Health - Social Work,Casual Academic,AC,CA,01,01,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000013347
00024129,,F,,1K08AA000,1K08AA000,Student Success,Student Success,Student Success,Enrolments & Progression Officer,GE,HEO5A,05,04,01/Jan/2018 ,31/Dec/2049 ,0.85714,1,PE,0000010651
00148254,,M,,1B14AC010,1B14AC010,Faculty of Medicine & Health,School of Psychology & Behavioural Science,Psychology & Behavioural Science - Psychology,Senior Lecturer,AC,ATC,01,01,01/Jan/2018 ,31/Dec/2049 ,1,1,PE,4707
00164344,,F,,1K08AD000,1K08AD000,Student Success,Counselling & Careers,Counselling & Careers,Manager Counselling,GE,HEO9A,03,21,20/Mar/2018 ,31/Dec/2049 ,1,1,PE,0000009792
00691746,,M,,1N02AH000,1N02AH000,Human Resource Services,HRS - Employee Relations,HRS - Employee Relations,Work Health and Safety Manager,GE,HEO9A,03,01,23/Jun/2018 ,31/Dec/2049 ,1,1,PE,0000007746
00024300,,F,,1K08AA000,1K08AA000,Student Success,Student Success,Student Success,Student Support Officer (Special Needs and Equity),GE,HEO5A,05,01,01/Jan/2018 ,31/Dec/2049 ,1,1,PE,0000007252
00611215,,M,,1N01AD000,1N01AD000,Information Technology Services,IT - Infrastructure Services,IT - Infrastructure Services,Snr Network & Communications Administrator (Team Leader),GE,HEO8A,05,05,05/Jan/2018 ,31/Dec/2049 ,1,1,PE,0000010862
00613448,,F,,1N04AB000,1N04AB000,UNE Life,Yarm Gwanga,Yarm Gwanga,Cook/General Assistant,GE,HEO2A,02,03,24/May/2018 ,31/Dec/2049 ,0.85714,0.8857,PE,0000008970
00677698,,M,,1B14AB010,1B14AB010,Faculty of Medicine & Health,School of Rural Medicine,School of Rural Medicine - Medicine,Associate Professor in Surgery,AC,ATD,01,01,01/Jan/2018 ,31/Dec/2049 ,0.2,0.2,PE,0000013849
00679077,,M,,1N03AB000,1N03AB000,Facilities Management Services,FMS - Campus Services,FMS - Campus Services,Central Dispatch Driver,GE,HEO2A,03,02,01/Jan/2018 ,31/Dec/2049 ,1,1,PE,0000013103
00689740,,F,,1B14AC010,1B14AC010,Faculty of Medicine & Health,School of Psychology & Behavioural Science,Psychology & Behavioural Science - Psychology,Casual Academic,AC,CA,01,04,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000012376
00682232,,F,,1L01AA000,1L01AA000,Research Services,Research Services,Research Services,Senior Research Systems Officer,GE,HEO7A,05,01,21/Jan/2018 ,31/Dec/2049 ,0.82857,1,PE,0000011943
00023853,,M,,1B12AC120,1B12AC120,Faculty of HASS & Education,"School of Humanities, Arts & Social Sciences",School of HASS - Music,Senior Lecturer in Music,AC,ATC,05,23,05/Feb/2018 ,31/Dec/2049 ,0.8,0.8,PE,32
00689591,,F,,1N04AB000,1N04AB000,UNE Life,Yarm Gwanga,Yarm Gwanga,Casual General HEO2,GE,CAS2,01,02,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000008457
00691458,,M,,1B14AA000,1B14AA000,Faculty of Medicine & Health,Office of Faculty of Medicine and Health,Office of Faculty of Medicine and Health,Nursing Engagement Officer,GE,HEO7A,01,01,12/Feb/2018 ,31/Dec/2049 ,1,1,PE,0000013672
00130307,,F,,1K03AC040,1K03AC040,University Library,Scholarly Resources,Information Resources Access,Infomation Resources Assistant (Access),GE,HEO4A,04,01,01/Jul/2018 ,31/Dec/2049 ,1,1,PE,0000006676
00688123,,M,,1B13AC030,1B13AC030,Faculty of SABL,School of Science & Technology,School of S&T - Computer Science,Casual General HEO3,GE,CAS3,01,05,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000013700
